name,address,city,state,zip_code,country,latitude,longitude
KFC 6219 Belair Road,6219 Belair Road,Baltimore,MD,21206,US,39.350233,-76.5354082
KFC 6600 Reisterstown Road,6600 Reisterstown Road,Baltimore,MD,21215,US,39.3568156,-76.7040412
KFC 7112 Liberty Rd,7112 Liberty Rd,Baltimore,MD,21207,US,39.3461804,-76.7361686
KFC 7306 McClean Blvd,7306 McClean Blvd,Baltimore,MD,21234,US,39.3726085,-76.5679572
KFC 7710 Wise Ave,7710 Wise Ave,Baltimore,MD,21222,US,39.2699044,-76.5018556
"Kentucky Fried Chicken - Berwyn Heights, MD - 6101 Greenbelt Rd",6101 Greenbelt Rd,Berwyn Heights,MD,20740,US,38.99716521,-76.90925274
"Kentucky Fried Chicken - Bryans Road, MD - 302 Canberra Way",302 Canberra Way,Bryans Road,MD,20616,US,38.628794,-77.070792
"Kentucky Fried Chicken - Cambridge, MD - 766 Cambridge Plaza",766 Cambridge Plaza,Cambridge,MD,21613,US,38.56121754,-76.06389549
"Kentucky Fried Chicken - Capitol Heights, MD - 8251 Central Ave",8251 Central Ave,Capitol Heights,MD,20743,US,38.88926422,-76.86364512
"Kentucky Fried Chicken - Clinton, MD - 6510 Coventry Way",6510 Coventry Way,Clinton,MD,20735,US,38.78390513,-76.89453866
"Kentucky Fried Chicken - Colmar Manor, MD - 4021 Bladensburg Rd",4021 Bladensburg Rd,Colmar Manor,MD,20722,US,38.9360634,-76.9474608
"Kentucky Fried Chicken - Columbia, MD - 7125 Minstrel Way",7125 Minstrel Way,Columbia,MD,21045,US,39.17721931,-76.84489256
"Kentucky Fried Chicken - Cumberland, MD - 506 Springdale St",506 Springdale St,Cumberland,MD,21502,US,39.63370315,-78.7649614
"Kentucky Fried Chicken - Damascus, MD - 26141 Ridge Road",26141 Ridge Road,Damascus,MD,20872,US,39.28650237,-77.20804309
"Kentucky Fried Chicken - District Heights, MD - 6615 Marlboro Pike",6615 Marlboro Pike,District Heights,MD,20747,US,38.85150746,-76.89207183
"Kentucky Fried Chicken - Eldersburg, MD - 1314 Londontown Blvd",1314 Londontown Blvd,Eldersburg,MD,21784,US,39.40881518,-76.94897926
"Kentucky Fried Chicken - Elkridge, MD - 6281 Washington Blvd",6281 Washington Blvd,Elkridge,MD,21075,US,39.2076985,-76.72581811
"Kentucky Fried Chicken - Elkton, MD - 260 Belle Hill Road",260 Belle Hill Road,Elkton,MD,21921,US,39.6352463,-75.80656892
"Kentucky Fried Chicken - Ellicott City, MD - 4394 Montgomery Road",4394 Montgomery Road,Ellicott City,MD,21043,US,39.25148993,-76.81569157
"Kentucky Fried Chicken - Fort Washington, MD - 9598 Livingston Rd",9598 Livingston Rd,Fort Washington,MD,20744,US,38.75727009,-76.9949829
KFC 1 Willowdale Dr,1 Willowdale Dr,Frederick,MD,21702,US,,
KFC 5583 Spectrum Dr,5583 Spectrum Dr,Frederick,MD,21703,US,,
"Kentucky Fried Chicken - Gaithersburg, MD - 426 N Frederick Ave",426 N Frederick Ave,Gaithersburg,MD,20877,US,39.14700657,-77.20574494
"Kentucky Fried Chicken - Germantown, MD - 19650 Gunners Branch Road",19650 Gunners Branch Road,Germantown,MD,20876,US,39.17832921,-77.24022443
"Kentucky Fried Chicken - Hagerstown, MD - 17700 Garland Groh Blvd",17700 Garland Groh Blvd,Hagerstown,MD,21740,US,39.65408782,-77.75423231
"Kentucky Fried Chicken - Hampstead, MD - 2309 Hanover Pike",2309 Hanover Pike,Hampstead,MD,21074,US,39.63865897,-76.86701907
"Kentucky Fried Chicken - Hyattsville, MD - 5401 Ager Road",5401 Ager Road,Hyattsville,MD,20782,US,38.9559311,-76.96577174
"Kentucky Fried Chicken - La Plata, MD - Rt. 301 &amp;amp; Rt. 6",Rt. 301 & Rt. 6,La Plata,MD,20646,US,38.5294141,-76.97924093
"Kentucky Fried Chicken - Landover, MD - 6701 Martin Luther King Jr Hwy",6701 Martin Luther King Jr Hwy,Landover,MD,20785,US,38.90941338,-76.89159181
"Kentucky Fried Chicken - Lanham, MD - 10501 Greenbelt Rd",10501 Greenbelt Rd,Lanham,MD,20706,US,38.98951966,-76.82355218
"Kentucky Fried Chicken - Lavale, MD - 1233 National Hwy",1233 National Hwy,Lavale,MD,21502,US,39.63721906,-78.83718854
"Kentucky Fried Chicken - Lexington Park, MD - 21583 Great Mills Road",21583 Great Mills Road,Lexington Park,MD,20653,US,38.2601143,-76.4673151
"Kentucky Fried Chicken - Linthicum Heights, MD - 708 Nursery Rd",708 Nursery Rd,Linthicum Heights,MD,21090,US,39.22462892,-76.65801695
"Kentucky Fried Chicken - Millersville, MD - 8073 Veterans Highway Cloverleaf Business Center",8073 Veterans Highway Cloverleaf Business Center,Millersville,MD,21108,US,39.12050702,-76.63628055
"Kentucky Fried Chicken - Mount Airy, MD - 1613 Ridgeside Dr",1613 Ridgeside Dr,Mount Airy,MD,21771,US,39.36305161,-77.16349793
KFC I-95 At Mile Marker 96.8,I-95 At Mile Marker 96.8,North East,MD,21901,US,,
KFC I-95 At Mile Marker 96.8,I-95 At Mile Marker 96.8,North East,MD,21901,US,,
"Kentucky Fried Chicken - Ocean City, MD - 12641 Ocean Gateway",12641 Ocean Gateway,Ocean City,MD,21842,US,38.33795831,-75.10968643
"Kentucky Fried Chicken - Odenton, MD - 1682 Annapolis Rd",1682 Annapolis Rd,Odenton,MD,21113,US,39.10879448,-76.72327267
"Kentucky Fried Chicken - Oxon Hill, MD - 6140-42 Oxon Hill Road",6140-42 Oxon Hill Road,Oxon Hill,MD,20745,US,38.80432552,-76.97759975
"Kentucky Fried Chicken - Perry Hall, MD - 9114 Belair Road",9114 Belair Road,Perry Hall,MD,21128,US,39.4013271,-76.4779741
"Kentucky Fried Chicken - Pocomoke City, MD - 101 Newtowne Boulevard",101 Newtowne Boulevard,Pocomoke City,MD,21851,US,38.07534932,-75.55681042
"Kentucky Fried Chicken - Prince Frederick, MD - 65 West Dares Beach Road",65 West Dares Beach Road,Prince Frederick,MD,20678,US,38.54660212,-76.59113268
"Kentucky Fried Chicken - Randallstown, MD - 8634 Liberty Rd",8634 Liberty Rd,Randallstown,MD,21133,US,39.36248663,-76.78087492
"Kentucky Fried Chicken - Rockville, MD - 9910 Key West Avenue",9910 Key West Avenue,Rockville,MD,20850,US,39.100643,-77.2121551
"Kentucky Fried Chicken - Salisbury, MD - 307 Tilghman Road",307 Tilghman Road,Salisbury,MD,21804,US,38.36499558,-75.54710252
"Kentucky Fried Chicken - Silver Spring, MD - 7720 Blair Road",7720 Blair Road,Silver Spring,MD,20912,US,38.98393411,-77.02539256
"Kentucky Fried Chicken - Temple Hills, MD - 4047 Branch Ave",4047 Branch Ave,Temple Hills,MD,20748,US,38.83516862,-76.9440851
"Kentucky Fried Chicken - Thurmont, MD - 1 Thurmont Blvd",1 Thurmont Blvd,Thurmont,MD,21788,US,39.61421589,-77.4182616
KFC 10 Watkins Park Drive,10 Watkins Park Drive,Upper Marlboro,MD,20774,US,,
KFC 5785 S.W. Crain Highway,5785 S.W. Crain Highway,Upper Marlboro,MD,20772,US,,
"Kentucky Fried Chicken - Waldorf, MD - 2180 Crain Highway",2180 Crain Highway,Waldorf,MD,20601,US,38.65129294,-76.88169545
"Kentucky Fried Chicken - Wheaton, MD - 2119 University Blvd W",2119 University Blvd W,Wheaton,MD,20902,US,39.0414109,-77.0473335
"Kentucky Fried Chicken - Auburn, ME - 63 Center St",63 Center St,Auburn,ME,4210,US,44.10416662,-70.22562533
"Kentucky Fried Chicken - Augusta, ME - 300 Civic Center Dr",300 Civic Center Dr,Augusta,ME,4330,US,44.34995627,-69.79715947
KFC 43 Longview Drive,43 Longview Drive,Bangor,ME,4401,US,44.8403396,-68.7413597
KFC 603 Broadway Street,603 Broadway Street,Bangor,ME,4401,US,,
"Kentucky Fried Chicken - Brewer, ME - 470 Wilson Street",470 Wilson Street,Brewer,ME,4412,US,44.7826934,-68.74699278
"Kentucky Fried Chicken - Brunswick, ME - 17 Gurnet Road",17 Gurnet Road,Brunswick,ME,4011,US,43.90558946,-69.91461311
"Kentucky Fried Chicken - Ellsworth, ME - 245 High Street",245 High Street,Ellsworth,ME,4605,US,44.5319534,-68.4078938
"Kentucky Fried Chicken - Farmington, ME - 369 Wilton Road",369 Wilton Road,Farmington,ME,4938,US,44.63756469,-70.15392774
"Kentucky Fried Chicken - Lewiston, ME - 1201 Lisbon",1201 Lisbon,Lewiston,ME,4240,US,44.07734055,-70.18886381
"Kentucky Fried Chicken - Paris, ME - 57 Main Street",57 Main Street,Paris,ME,4281,US,44.22140946,-70.5161661
"Kentucky Fried Chicken - Presque Isle, ME - 808 Main St",808 Main St,Presque Isle,ME,4769,US,46.69952501,-68.0100868
"Kentucky Fried Chicken - Saco, ME - 491 Main St",491 Main St,Saco,ME,4072,US,43.50782976,-70.43562828
"Kentucky Fried Chicken - Sanford, ME - 1244 Main Street",1244 Main Street,Sanford,ME,4073,US,43.41979482,-70.75576033
"Kentucky Fried Chicken - Scarborough, ME - 400 Gallery Boulevard",400 Gallery Boulevard,Scarborough,ME,4074,US,43.62502595,-70.34380529
"Kentucky Fried Chicken - Skowhegan, ME - 233 Madison Ave",233 Madison Ave,Skowhegan,ME,4976,US,44.77771792,-69.72454147
"Kentucky Fried Chicken - Waterville, ME - 444 Kennedy Memorial Drive",444 Kennedy Memorial Drive,Waterville,ME,4901,US,44.544437,-69.676735
"Kentucky Fried Chicken - Westbrook, ME - 140 Main St",140 Main St,Westbrook,ME,4092,US,43.67771973,-70.33613257
"Kentucky Fried Chicken - Windham, ME - 755 Roosevelt Trail",755 Roosevelt Trail,Windham,ME,4062,US,43.83546374,-70.43888954
"Kentucky Fried Chicken - Adrian, MI - 930 South Main Street",930 South Main Street,Adrian,MI,49221,US,41.88523895,-84.0438709
"Kentucky Fried Chicken - Albion, MI - 1317 North Eaton Street",1317 North Eaton Street,Albion,MI,49224,US,42.2579329,-84.75677116
"Kentucky Fried Chicken - Allen Park, MI - 8020 Allen Road",8020 Allen Road,Allen Park,MI,48101,US,42.25037475,-83.21786714
"Kentucky Fried Chicken - Alma, MI - 1490 Wright Avenue",1490 Wright Avenue,Alma,MI,48801,US,43.39315805,-84.66628064
"Kentucky Fried Chicken - Alpena, MI - 1130 State Avenue",1130 State Avenue,Alpena,MI,49707,US,45.04853515,-83.44611872
"Kentucky Fried Chicken - Ann Arbor, MI - 4040 Washtenaw Avenue",4040 Washtenaw Avenue,Ann Arbor,MI,48108,US,42.25343444,-83.6797367
"Kentucky Fried Chicken - Auburn Hills, MI - 1361 N Opdyke Road",1361 N Opdyke Road,Auburn Hills,MI,48326,US,42.66018409,-83.24646264
"Kentucky Fried Chicken - Bad Axe, MI - 769 N. Van Dyke Road",769 N. Van Dyke Road,Bad Axe,MI,48413,US,43.81203413,-83.00140217
KFC 1149 W. Columbia Avenue,1149 W. Columbia Avenue,Battle Creek,MI,49015,US,,
KFC 1405 Capitol Avenue N.E,1405 Capitol Avenue N.E,Battle Creek,MI,49017,US,,
KFC 6362 3 Mile Road,6362 3 Mile Road,Bay City,MI,48706,US,,
KFC 908 North Euclid,908 North Euclid,Bay City,MI,48706,US,,
"Kentucky Fried Chicken - Belleville, MI - 2169 Rawsonville Road",2169 Rawsonville Road,Belleville,MI,48111,US,42.2144463,-83.5429714
"Kentucky Fried Chicken - Benton Harbor, MI - 1957 M-139 Highway",1957 M-139 Highway,Benton Harbor,MI,49022,US,42.08347992,-86.4361435
"Kentucky Fried Chicken - Beverly Hills, MI - 15616 Thirteen Mile Road",15616 Thirteen Mile Road,Beverly Hills,MI,48025,US,42.51776048,-83.20536732
"Kentucky Fried Chicken - Big Rapids, MI - 310 Perry Avenue",310 Perry Avenue,Big Rapids,MI,49307,US,43.68795491,-85.48711371
"Kentucky Fried Chicken - Birch Run, MI - 9230 Birch Run Road",9230 Birch Run Road,Birch Run,MI,48415,US,43.24972571,-83.77067562
"Kentucky Fried Chicken - Burton, MI - 1195 North Belsay Road",1195 North Belsay Road,Burton,MI,48509,US,43.0243911,-83.5960845
"Kentucky Fried Chicken - Cadillac, MI - 9101 E. 34th Road",9101 E. 34th Road,Cadillac,MI,49601,US,44.28200384,-85.39457006
KFC 41670 Ford Rd,41670 Ford Rd,Canton,MI,48187,US,,
KFC 44570 Michigan Avenue,44570 Michigan Avenue,Canton,MI,48188,US,,
"Kentucky Fried Chicken - Cedar Springs, MI - 14107 Whitecreek",14107 Whitecreek,Cedar Springs,MI,49319,US,43.22131994,-85.57176032
"Kentucky Fried Chicken - Charlotte, MI - 222 Lansing Road",222 Lansing Road,Charlotte,MI,48813,US,42.56713284,-84.82786814
"Kentucky Fried Chicken - Cheboygan, MI - 219 Mill Street",219 Mill Street,Cheboygan,MI,49721,US,45.6276096,-84.4769406
"Kentucky Fried Chicken - Chelsea, MI - 1590 S. Main Street",1590 S. Main Street,Chelsea,MI,48118,US,42.29881083,-84.02533684
KFC 10384 S. Clare Avenue,10384 S. Clare Avenue,Clare,MI,48617,US,,
KFC 10384 S. Clare Avenue,10384 S. Clare Avenue,Clare,MI,48617,US,,
"Kentucky Fried Chicken - Clawson, MI - 1345 North Main",1345 North Main,Clawson,MI,48017,US,42.54509833,-83.14727799
"Kentucky Fried Chicken - Clio, MI - 4255 West Vienna Road",4255 West Vienna Road,Clio,MI,48420,US,43.177103,-83.763822
"Kentucky Fried Chicken - Coldwater, MI - 604 East Chicago Street",604 East Chicago Street,Coldwater,MI,49036,US,41.936277,-84.976755
"Kentucky Fried Chicken - Davison, MI - 10018 Lapeer Road",10018 Lapeer Road,Davison,MI,48423,US,43.01437817,-83.51674776
KFC 10120 W. Warren Avenue,10120 W. Warren Avenue,Dearborn,MI,48126,US,,
KFC 12721 Michigan Ave,12721 Michigan Ave,Dearborn,MI,48126,US,,
"Kentucky Fried Chicken - Dearborn Heights, MI - 4605 South Telegraph Road",4605 South Telegraph Road,Dearborn Heights,MI,48125,US,42.27615733,-83.26996708
KFC 13546 W McNichols Rd,13546 W McNichols Rd,Detroit,MI,48235,US,,
KFC 14201 W 7 Mile Rd,14201 W 7 Mile Rd,Detroit,MI,48235,US,,
KFC 15700 E 8 Mile Rd,15700 E 8 Mile Rd,Detroit,MI,48205,US,,
KFC 17750 Fenkell St,17750 Fenkell St,Detroit,MI,48227,US,,
KFC 18303 Joy Road,18303 Joy Road,Detroit,MI,48228,US,,
KFC 2600 E 8 Mile Rd,2600 E 8 Mile Rd,Detroit,MI,48234,US,,
KFC 2601 W Davison Avenue,2601 W Davison Avenue,Detroit,MI,48238,US,,
KFC 2716 W. Grand Blvd,2716 W. Grand Blvd,Detroit,MI,48208,US,,
KFC 3785 Gratiot St,3785 Gratiot St,Detroit,MI,48207,US,,
KFC 8939 W 7 Mile Rd,8939 W 7 Mile Rd,Detroit,MI,48221,US,,
KFC 9041 Chalmers,9041 Chalmers,Detroit,MI,48213,US,,
KFC 9848 Livernois Ave,9848 Livernois Ave,Detroit,MI,48204,US,,
"Kentucky Fried Chicken - East Tawas, MI - 600 West Bay Street",600 West Bay Street,East Tawas,MI,48730,US,44.278202,-83.497547
"Kentucky Fried Chicken - Escanaba, MI - 1512 North Lincoln",1512 North Lincoln,Escanaba,MI,49829,US,45.7650285,-87.07739844
"Kentucky Fried Chicken - Essexville, MI - 2702 Center Street",2702 Center Street,Essexville,MI,48732,US,43.59454376,-83.85062112
"Kentucky Fried Chicken - Farmington, MI - 20740 Farmington",20740 Farmington,Farmington,MI,48336,US,42.44119063,-83.37475074
"Kentucky Fried Chicken - Fenton, MI - 3180 Owen Road",3180 Owen Road,Fenton,MI,48430,US,42.79031033,-83.73272791
"Kentucky Fried Chicken - Ferndale, MI - 1200 West Eight Mile Road",1200 West Eight Mile Road,Ferndale,MI,48220,US,42.44659957,-83.14403605
"Kentucky Fried Chicken - Flat Rock, MI - 27127 Telegraph Road",27127 Telegraph Road,Flat Rock,MI,48134,US,42.10747781,-83.28563827
KFC 1445 West Bristol Road,1445 West Bristol Road,Flint,MI,48507,US,,
KFC 1765 South Dort Highway,1765 South Dort Highway,Flint,MI,48503,US,,
KFC 3510 Clio Rd,3510 Clio Rd,Flint,MI,48504,US,,
KFC 4427 Corunna Road,4427 Corunna Road,Flint,MI,48532,US,,
"Kentucky Fried Chicken - Fort Gratiot, MI - 3040 Kraft Road",3040 Kraft Road,Fort Gratiot,MI,48059,US,43.02553783,-82.45764509
"Kentucky Fried Chicken - Fraser, MI - 34330 Groesbeck Highway",34330 Groesbeck Highway,Fraser,MI,48035,US,42.54913347,-82.92694388
"Kentucky Fried Chicken - Fruitport, MI - 5425 Blueberry Lane",5425 Blueberry Lane,Fruitport,MI,49415,US,43.1536914,-86.19868622
"Kentucky Fried Chicken - Garden City, MI - 28430 Ford Road",28430 Ford Road,Garden City,MI,48135,US,42.32612929,-83.32187515
"Kentucky Fried Chicken - Gaylord, MI - 508 W. Main",508 W. Main,Gaylord,MI,49735,US,45.02769327,-84.68021807
"Kentucky Fried Chicken - Gladwin, MI - 1179 E. Cedar Avenue",1179 E. Cedar Avenue,Gladwin,MI,48624,US,43.98114266,-84.47115608
"Kentucky Fried Chicken - Grand Blanc, MI - 6021 Dort Hwy",6021 Dort Hwy,Grand Blanc,MI,48439,US,42.94425566,-83.65198903
"Kentucky Fried Chicken - Grand Haven, MI - 923 Beacon Blvd",923 Beacon Blvd,Grand Haven,MI,49417,US,43.0520116,-86.22119764
KFC 4040 Plainfield Avenue N.E,4040 Plainfield Avenue N.E,Grand Rapids,MI,49525,US,,
KFC 945 Michigan Street NE,945 Michigan Street NE,Grand Rapids,MI,49503,US,,
"Kentucky Fried Chicken - Greenville, MI - 1616 W. Washington",1616 W. Washington,Greenville,MI,48838,US,43.17760012,-85.27918099
"Kentucky Fried Chicken - Harper Woods, MI - 20990 Harper Ave",20990 Harper Ave,Harper Woods,MI,48225,US,42.45035252,-82.91445079
"Kentucky Fried Chicken - Hartland, MI - 11255 Highland Road",11255 Highland Road,Hartland,MI,48353,US,42.63609186,-83.73470678
"Kentucky Fried Chicken - Hillsdale, MI - 3335 West Carleton Road",3335 West Carleton Road,Hillsdale,MI,49242,US,41.947021,-84.653437
"Kentucky Fried Chicken - Holland, MI - 131 E. Lakewood Blvd",131 E. Lakewood Blvd,Holland,MI,49424,US,42.80632334,-86.10233292
"Kentucky Fried Chicken - Houghton, MI - 1006 W Sharon Avenue",1006 W Sharon Avenue,Houghton,MI,49931,US,47.1134119,-88.58931
"Kentucky Fried Chicken - Houghton Lake Heights, MI - 9367 West Lake City Road",9367 West Lake City Road,Houghton Lake Heights,MI,48629,US,44.33549784,-84.80030292
"Kentucky Fried Chicken - Howell, MI - 3780 E. Grand River Avenue",3780 E. Grand River Avenue,Howell,MI,48843,US,42.58788967,-83.87882878
"Kentucky Fried Chicken - Imlay City, MI - 1887 South Cedar Street",1887 South Cedar Street,Imlay City,MI,48444,US,43.0102437,-83.0712553
"Kentucky Fried Chicken - Ionia, MI - 411 N. Dexter Street",411 N. Dexter Street,Ionia,MI,48846,US,42.98574778,-85.07136664
"Kentucky Fried Chicken - Iron River, MI - 32 Adams Street",32 Adams Street,Iron River,MI,49935,US,46.09258977,-88.6387191
KFC 1321 E. Center Street,1321 E. Center Street,Ithaca,MI,48847,US,,
KFC 1321 E. Center Street,1321 E. Center Street,Ithaca,MI,48847,US,,
KFC 2930 East Michigan,2930 East Michigan,Jackson,MI,49202,US,,
KFC 911 W. Monroe Street,911 W. Monroe Street,Jackson,MI,49202,US,,
"Kentucky Fried Chicken - Jenison, MI - 238 Chicago Drive",238 Chicago Drive,Jenison,MI,49428,US,42.90357592,-85.78790096
"Kentucky Fried Chicken - Kalamazoo, MI - 5822 South Westnedge",5822 South Westnedge,Kalamazoo,MI,49002,US,42.23245841,-85.59002848
KFC 2856 28th Street S.E,2856 28th Street S.E,Kentwood,MI,49512,US,,
KFC 5240 Eastern Avenue,5240 Eastern Avenue,Kentwood,MI,49508,US,,
"Kentucky Fried Chicken - Lake Orion, MI - 383 S Broadway St",383 S Broadway St,Lake Orion,MI,48362,US,42.77881034,-83.23896745
KFC 3220 S. Martin Luther King Blvd,3220 S. Martin Luther King Blvd,Lansing,MI,48910,US,,
KFC 4509 W. Saginaw Hwy,4509 W. Saginaw Hwy,Lansing,MI,48917,US,,
KFC 6606 S. Cedar St,6606 S. Cedar St,Lansing,MI,48911,US,,
"Kentucky Fried Chicken - Lapeer, MI - 435 South Main",435 South Main,Lapeer,MI,48446,US,43.0463592,-83.3187734
KFC 1217 Dix Road,1217 Dix Road,Lincoln Park,MI,48146,US,,
KFC 556 Southfield,556 Southfield,Lincoln Park,MI,48146,US,,
KFC 13485 Farmington Road,13485 Farmington Road,Livonia,MI,48150,US,,
KFC 29060 Plymouth Road,29060 Plymouth Road,Livonia,MI,48150,US,,
"Kentucky Fried Chicken - Ludington, MI - 5673 West U.S. 10",5673 West U.S. 10,Ludington,MI,49431,US,43.9558585,-86.42104519
"Kentucky Fried Chicken - Mackinaw City, MI - 225 Central Avenue",225 Central Avenue,Mackinaw City,MI,49701,US,45.78183197,-84.72820928
"Kentucky Fried Chicken - Macomb, MI - 45780 N. Gratiot Avenue",45780 N. Gratiot Avenue,Macomb,MI,48042,US,42.63627409,-82.85697653
"Kentucky Fried Chicken - Madison Heights, MI - 1555 East 12 Mile Road",1555 East 12 Mile Road,Madison Heights,MI,48071,US,42.50541188,-83.08922148
"Kentucky Fried Chicken - Manistee, MI - 1745 U.S. 31 South",1745 U.S. 31 South,Manistee,MI,49660,US,44.22358096,-86.30954017
"Kentucky Fried Chicken - Marquette, MI - 1001 West Washington",1001 West Washington,Marquette,MI,49855,US,46.54549009,-87.41564789
"Kentucky Fried Chicken - Marysville, MI - 1501 Gratiot",1501 Gratiot,Marysville,MI,48040,US,42.91927009,-82.47742647
"Kentucky Fried Chicken - Menominee, MI - 1146 Tenth Street",1146 Tenth Street,Menominee,MI,49858,US,45.10810342,-87.61742277
"Kentucky Fried Chicken - Midland, MI - 1601 North Saginaw Road",1601 North Saginaw Road,Midland,MI,48640,US,43.64097941,-84.24540423
"Kentucky Fried Chicken - Milan, MI - 1206 Dexter Street",1206 Dexter Street,Milan,MI,48160,US,42.09626518,-83.67586258
KFC 1133 North Telegraph,1133 North Telegraph,Monroe,MI,48162,US,,
KFC 15355 South Dixie Highway,15355 South Dixie Highway,Monroe,MI,48161,US,,
"Kentucky Fried Chicken - Mount Morris, MI - 7008 North Saginaw Road",7008 North Saginaw Road,Mount Morris,MI,48458,US,43.10525532,-83.69379698
"Kentucky Fried Chicken - Mount Pleasant, MI - 223 North Mission",223 North Mission,Mount Pleasant,MI,48858,US,43.60609981,-84.76796013
"Kentucky Fried Chicken - Muskegon, MI - 1414 Apple Avenue",1414 Apple Avenue,Muskegon,MI,49442,US,43.23455954,-86.20891303
"Kentucky Fried Chicken - New Baltimore, MI - 34530 23 Mile Road",34530 23 Mile Road,New Baltimore,MI,48047,US,42.67539521,-82.76189761
"Kentucky Fried Chicken - Newaygo, MI - 8161 South Mason Street",8161 South Mason Street,Newaygo,MI,49337,US,43.40724441,-85.80405518
"Kentucky Fried Chicken - Oak Park, MI - 22001 Coolidge",22001 Coolidge,Oak Park,MI,48237,US,42.45762389,-83.18228236
"Kentucky Fried Chicken - Okemos, MI - 4876 Marsh Rd",4876 Marsh Rd,Okemos,MI,48864,US,42.72319716,-84.41654962
"Kentucky Fried Chicken - Oscoda, MI - 5150 U.S. 23 North",5150 U.S. 23 North,Oscoda,MI,48750,US,44.42936417,-83.32975817
"Kentucky Fried Chicken - Owosso, MI - 1050 East Main Street",1050 East Main Street,Owosso,MI,48867,US,42.99733454,-84.15505738
"Kentucky Fried Chicken - Perry, MI - 2893 West Lansing",2893 West Lansing,Perry,MI,48872,US,42.8362305,-84.2184129
KFC 1191 N. U.S. Highway 31,1191 N. U.S. Highway 31,Petoskey,MI,49770,US,,
KFC 1191 N. U.S. Highway 31,1191 N. U.S. Highway 31,Petoskey,MI,49770,US,,
"Kentucky Fried Chicken - Plainwell, MI - 1246 West M89",1246 West M89,Plainwell,MI,49080,US,42.44953213,-85.66509899
"Kentucky Fried Chicken - Pontiac, MI - 1000 S. Opdyke Road",1000 S. Opdyke Road,Pontiac,MI,48341,US,42.62063121,-83.24931263
"Kentucky Fried Chicken - Port Huron, MI - 608 24th Street",608 24th Street,Port Huron,MI,48060,US,42.97676286,-82.45246562
KFC 25551 Five Mile Road,25551 Five Mile Road,Redford,MI,48239,US,,
KFC 27026 Grand River,27026 Grand River,Redford,MI,48240,US,,
"Kentucky Fried Chicken - Roseville, MI - 25320 Gratiot Avenue",25320 Gratiot Avenue,Roseville,MI,48066,US,42.48231319,-82.9457893
"Kentucky Fried Chicken - Royal Oak, MI - 1805 E 11 Mile Road",1805 E 11 Mile Road,Royal Oak,MI,48067,US,42.49070632,-83.12308183
KFC 3900 Hess Street,3900 Hess Street,Saginaw,MI,48601,US,,
KFC 4585 Bay Road,4585 Bay Road,Saginaw,MI,48604,US,,
KFC 4980 State Street,4980 State Street,Saginaw,MI,48603,US,,
KFC 8130 Gratiot Road,8130 Gratiot Road,Saginaw,MI,48609,US,,
"Kentucky Fried Chicken - Saint Clair Shores, MI - 28155 Harper Avenue",28155 Harper Avenue,Saint Clair Shores,MI,48081,US,42.50059834,-82.8981214
"Kentucky Fried Chicken - Saint Johns, MI - 2011 South U.S. 27",2011 South U.S. 27,Saint Johns,MI,48879,US,42.98621604,-84.54187432
"Kentucky Fried Chicken - Saline, MI - 502 East Michigan Avenue",502 East Michigan Avenue,Saline,MI,48176,US,42.17075778,-83.77139836
"Kentucky Fried Chicken - Sault Sainte Marie, MI - 2865 Interstate 75 Business Spur",2865 Interstate 75 Business Spur,Sault Sainte Marie,MI,49783,US,46.4740546,-84.3569841
"Kentucky Fried Chicken - Southfield, MI - 24432 West Ten Mile Road",24432 West Ten Mile Road,Southfield,MI,48033,US,42.47228732,-83.28377307
KFC 12425 Dix Toledo Road,12425 Dix Toledo Road,Southgate,MI,48195,US,,
KFC 12825 Eureka Road,12825 Eureka Road,Southgate,MI,48195,US,,
"Kentucky Fried Chicken - Standish, MI - 3872 South Huron Road",3872 South Huron Road,Standish,MI,48658,US,43.971679,-83.960239
KFC 4050 Metropolitan Parkway,4050 Metropolitan Parkway,Sterling Heights,MI,48310,US,,
KFC 43280 Van Dyke,43280 Van Dyke,Sterling Heights,MI,48314,US,,
"Kentucky Fried Chicken - Sturgis, MI - 406 S. Centerville Ave",406 S. Centerville Ave,Sturgis,MI,49091,US,41.79352333,-85.42793795
"Kentucky Fried Chicken - Swartz Creek, MI - 7026 N. Miller Rd",7026 N. Miller Rd,Swartz Creek,MI,48473,US,42.96448125,-83.81194044
"Kentucky Fried Chicken - Taylor, MI - 10130 Telegraph Road",10130 Telegraph Road,Taylor,MI,48180,US,42.23250069,-83.27009475
"Kentucky Fried Chicken - Traverse City, MI - 311 North U.S. 31 South",311 North U.S. 31 South,Traverse City,MI,49685,US,44.6912554,-85.6573787
"Kentucky Fried Chicken - Utica, MI - 50615 Van Dyke Avenue",50615 Van Dyke Avenue,Utica,MI,48317,US,42.66686096,-83.03434448
"Kentucky Fried Chicken - Walker, MI - 2550 Alpine Avenue N.W",2550 Alpine Avenue N.W,Walker,MI,49544,US,43.01024816,-85.68824282
KFC 13785 Thirteen Mile Road,13785 Thirteen Mile Road,Warren,MI,48088,US,,
KFC 23450 Van Dyke,23450 Van Dyke,Warren,MI,48089,US,,
KFC 27003 Hoover Road,27003 Hoover Road,Warren,MI,48093,US,,
KFC 4790 Dixie Hwy,4790 Dixie Hwy,Waterford,MI,48329,US,,
KFC 4820 Highland Road,4820 Highland Road,Waterford,MI,48328,US,,
